doc_id,doc,target,arguments,resps,filtered_resps,doc_hash,prompt_hash,target_hash,exact_match
306,"{'premise': '사이렌이 울렸다.', 'question': '원인', 'alternative_1': '비상벨을 눌렀다.', 'alternative_2': '경비원이 출동했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc0ac\\uc774\\ub80c\\uc774 \\uc6b8\\ub838\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ube44\\uc0c1\\ubca8\\uc744 \\ub20c\\ub800\\ub2e4.\\n2.\\uacbd\\ube44\\uc6d0\\uc774 \\ucd9c\\ub3d9\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.비상벨을 눌렀다.']],['1'],3a4db7f3a2b25fa9e98e9df5bc0a32ebf9fceca37362e8d62006c2d259163ccc,be25720900f8141b87cbffdf4d64458a1b448e96648fc67a066e0f95e5de8a57,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
307,"{'premise': '남자가 고무장갑을 착용했다.', 'question': '원인', 'alternative_1': '남자가 손을 씻고자 했다.', 'alternative_2': '남자가 설거지를 하고자 했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\uace0\\ubb34\\uc7a5\\uac11\\uc744 \\ucc29\\uc6a9\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub0a8\\uc790\\uac00 \\uc190\\uc744 \\uc53b\\uace0\\uc790 \\ud588\\ub2e4.\\n2.\\ub0a8\\uc790\\uac00 \\uc124\\uac70\\uc9c0\\ub97c \\ud558\\uace0\\uc790 \\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.남자가 설거지를 하고자 했다.']],['2'],41c6ac72a381d5715d622af6b8dc36cc792ccd5345949ade1022c3e1872bc021,20508e3ceb03ab869ffe072871bf86de85fbb765548cf01a8d774af0c6dfbcd4,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
308,"{'premise': '감기에 걸렸다.', 'question': '원인', 'alternative_1': '병원에 갔다.', 'alternative_2': '추운 날씨에 오랫동안 밖에 있었다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uac10\\uae30\\uc5d0 \\uac78\\ub838\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ubcd1\\uc6d0\\uc5d0 \\uac14\\ub2e4.\\n2.\\ucd94\\uc6b4 \\ub0a0\\uc528\\uc5d0 \\uc624\\ub7ab\\ub3d9\\uc548 \\ubc16\\uc5d0 \\uc788\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.추운 날씨에 오랫동안 밖에 있었다.']],['2'],96fa4d00b1c3c511e1998b050e8650d629463fa396545129727dda72b7403c56,3d7ad53361f6c0484c325e60e98b3f8f7b659ab53912cdd9079d6354be3eefca,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
309,"{'premise': '안경에 김이 서렸다.', 'question': '결과', 'alternative_1': '안경알을 닦았다.', 'alternative_2': '안경이 부러졌다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc548\\uacbd\\uc5d0 \\uae40\\uc774 \\uc11c\\ub838\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc548\\uacbd\\uc54c\\uc744 \\ub2e6\\uc558\\ub2e4.\\n2.\\uc548\\uacbd\\uc774 \\ubd80\\ub7ec\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.안경알을 닦았다.']],['1'],e36ac3393d0ca520f6e7d2fbd18f687e0fdbfbfc31a38b05a071ff3ed9e9e9da,81987b40f16a0cf2ff6387928ab7a5d693e7500b23f05f0e91454e329ffe2aa9,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
310,"{'premise': '아이가 연두색 크레파스를 집었다.', 'question': '원인', 'alternative_1': '아이가 태양 밑그림을 색칠하고자 한다.', 'alternative_2': '아이가 나뭇잎 밑그림을 색칠하고자 한다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc544\\uc774\\uac00 \\uc5f0\\ub450\\uc0c9 \\ud06c\\ub808\\ud30c\\uc2a4\\ub97c \\uc9d1\\uc5c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc544\\uc774\\uac00 \\ud0dc\\uc591 \\ubc11\\uadf8\\ub9bc\\uc744 \\uc0c9\\uce60\\ud558\\uace0\\uc790 \\ud55c\\ub2e4.\\n2.\\uc544\\uc774\\uac00 \\ub098\\ubb47\\uc78e \\ubc11\\uadf8\\ub9bc\\uc744 \\uc0c9\\uce60\\ud558\\uace0\\uc790 \\ud55c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.아이가 나뭇잎 밑그림을 색칠하고자 한다.']],['2'],1a3e1744362336de287cb6a66490b4109c51a29eaf2f6e475071ec7190db1d40,f4ac387976769f7e5313f34165d7bd3e06310699f3628755abd64c0562fd7140,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
311,"{'premise': '암막커튼을 설치했다.', 'question': '원인', 'alternative_1': '방 안에 햇빛이 많이 들어왔다.', 'alternative_2': '방 안이 어두웠다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc554\\ub9c9\\ucee4\\ud2bc\\uc744 \\uc124\\uce58\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ubc29 \\uc548\\uc5d0 \\ud587\\ube5b\\uc774 \\ub9ce\\uc774 \\ub4e4\\uc5b4\\uc654\\ub2e4.\\n2.\\ubc29 \\uc548\\uc774 \\uc5b4\\ub450\\uc6e0\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.방 안에 햇빛이 많이 들어왔다.']],['1'],db9e11fb4f47ba1d41b063f97014b085671461d09b2395f328ef75c44c455e89,31b7119452e362ad56382af2a0af96ef2e74c9158cf1aea9f6646b76f755a432,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
312,"{'premise': '여자가 계단에서 넘어졌다.', 'question': '결과', 'alternative_1': '여자의 다리가 튼튼해졌다.', 'alternative_2': '여자의 다리가 부러졌다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uacc4\\ub2e8\\uc5d0\\uc11c \\ub118\\uc5b4\\uc84c\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc5ec\\uc790\\uc758 \\ub2e4\\ub9ac\\uac00 \\ud2bc\\ud2bc\\ud574\\uc84c\\ub2e4.\\n2.\\uc5ec\\uc790\\uc758 \\ub2e4\\ub9ac\\uac00 \\ubd80\\ub7ec\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.여자의 다리가 부러졌다.']],['2'],22d7408fa7dacd9747045884b97090a27a7dc668faf90367ee914192d70c1c66,b67260a64ef1ae383d043093c155635ca3104720c376332ade5c1b9c54b36cd2,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
313,"{'premise': '고양이가 모래에 오줌을 누었다.', 'question': '결과', 'alternative_1': '모래가 고와졌다.', 'alternative_2': '모래가 딱딱하게 뭉쳤다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uace0\\uc591\\uc774\\uac00 \\ubaa8\\ub798\\uc5d0 \\uc624\\uc90c\\uc744 \\ub204\\uc5c8\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ubaa8\\ub798\\uac00 \\uace0\\uc640\\uc84c\\ub2e4.\\n2.\\ubaa8\\ub798\\uac00 \\ub531\\ub531\\ud558\\uac8c \\ubb49\\ucce4\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.모래가 딱딱하게 뭉쳤다.']],['2'],62744685555c84a85e03c26d9fc78fcf6a9d67d97c32c57c26285dc66a18e50a,43df6350a8bca178fe77175cd5e1859586d8117b439543507f367a111ac26842,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
314,"{'premise': '여자가 시험에 합격했다.', 'question': '결과', 'alternative_1': '여자가 위로 문자를 받았다.', 'alternative_2': '여자가 축하 문자를 받았다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uc2dc\\ud5d8\\uc5d0 \\ud569\\uaca9\\ud588\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc5ec\\uc790\\uac00 \\uc704\\ub85c \\ubb38\\uc790\\ub97c \\ubc1b\\uc558\\ub2e4.\\n2.\\uc5ec\\uc790\\uac00 \\ucd95\\ud558 \\ubb38\\uc790\\ub97c \\ubc1b\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.여자가 축하 문자를 받았다.']],['2'],9d85aebf410a10fc9c15f0f64e4e292b382bbe6443383ea719d052e82435b977,87d2f683b2a6a73fc60cd9888e9ccab5bf99c90093cf348b32f06110bfdb967e,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
315,"{'premise': '사람들이 농촌으로 이주했다.', 'question': '원인', 'alternative_1': '사람들은 도시의 인프라를 원했다.', 'alternative_2': '사람들은 도시의 공해와 소음을 싫어했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc0ac\\ub78c\\ub4e4\\uc774 \\ub18d\\ucd0c\\uc73c\\ub85c \\uc774\\uc8fc\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc0ac\\ub78c\\ub4e4\\uc740 \\ub3c4\\uc2dc\\uc758 \\uc778\\ud504\\ub77c\\ub97c \\uc6d0\\ud588\\ub2e4.\\n2.\\uc0ac\\ub78c\\ub4e4\\uc740 \\ub3c4\\uc2dc\\uc758 \\uacf5\\ud574\\uc640 \\uc18c\\uc74c\\uc744 \\uc2eb\\uc5b4\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.사람들은 도시의 공해와 소음을 싫어했다.']],['2'],00c10aa9100fb4a47c7372f8d10e8ea4f222539b9724c7ffedfdae11635bd73c,fcbe2364a49a62c8bff1566731e0aea0aa7c3a419de29d3289f25f01ad2a9604,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
316,"{'premise': '남자가 바닥에 떨어진 비누를 밟았다.', 'question': '결과', 'alternative_1': '남자가 넘어졌다.', 'alternative_2': '남자가 비누로 몸을 닦았다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\ubc14\\ub2e5\\uc5d0 \\ub5a8\\uc5b4\\uc9c4 \\ube44\\ub204\\ub97c \\ubc1f\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub0a8\\uc790\\uac00 \\ub118\\uc5b4\\uc84c\\ub2e4.\\n2.\\ub0a8\\uc790\\uac00 \\ube44\\ub204\\ub85c \\ubab8\\uc744 \\ub2e6\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.남자가 넘어졌다.']],['1'],44a49172bbb9add21485492836d45acf66662ed9bf40dcf69d0f8e4a810bc14e,10a8b4219df3c7d4eeea9966d9f7fe93049444d5d3b4507251a69d990441a8bb,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
317,"{'premise': '귀걸이를 선물받았다.', 'question': '결과', 'alternative_1': '귀걸이를 포장했다.', 'alternative_2': '귀걸이를 보석함에 넣었다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uadc0\\uac78\\uc774\\ub97c \\uc120\\ubb3c\\ubc1b\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uadc0\\uac78\\uc774\\ub97c \\ud3ec\\uc7a5\\ud588\\ub2e4.\\n2.\\uadc0\\uac78\\uc774\\ub97c \\ubcf4\\uc11d\\ud568\\uc5d0 \\ub123\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.귀걸이를 보석함에 넣었다.']],['2'],671ff8a9639cf9db52559add82eeab7d1256154cdcaa8b8767b007f5a20f6eee,1030d512ba6fde184c526597a0c8bea515e79bda73aa660c641e363234ec4d3b,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
318,"{'premise': '여자의 베개 솜이 납작해졌다.', 'question': '원인', 'alternative_1': '여자가 같은 베개를 몇 년 동안 베고 잤다.', 'alternative_2': '여자가 새로운 베개를 구입했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uc758 \\ubca0\\uac1c \\uc19c\\uc774 \\ub0a9\\uc791\\ud574\\uc84c\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc5ec\\uc790\\uac00 \\uac19\\uc740 \\ubca0\\uac1c\\ub97c \\uba87 \\ub144 \\ub3d9\\uc548 \\ubca0\\uace0 \\uc7a4\\ub2e4.\\n2.\\uc5ec\\uc790\\uac00 \\uc0c8\\ub85c\\uc6b4 \\ubca0\\uac1c\\ub97c \\uad6c\\uc785\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.여자가 같은 베개를 몇 년 동안 베고 잤다.']],['1'],027bb842b1f99109e5cd0a333e4af37667af7949651c5fbfc79c5a1ad5a0b93b,87eb458a53251827df2ef66017c3f6043559869900eb9c071ca04bc751f43262,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
319,"{'premise': '여자가 교실 끝에 있는 친구를 발견했다.', 'question': '결과', 'alternative_1': '여자가 등교를 하지 않았다.', 'alternative_2': '여자가 친구를 향해 손을 흔들었다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uad50\\uc2e4 \\ub05d\\uc5d0 \\uc788\\ub294 \\uce5c\\uad6c\\ub97c \\ubc1c\\uacac\\ud588\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc5ec\\uc790\\uac00 \\ub4f1\\uad50\\ub97c \\ud558\\uc9c0 \\uc54a\\uc558\\ub2e4.\\n2.\\uc5ec\\uc790\\uac00 \\uce5c\\uad6c\\ub97c \\ud5a5\\ud574 \\uc190\\uc744 \\ud754\\ub4e4\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.여자가 친구를 향해 손을 흔들었다.']],['2'],86a8030fbc6087226a798cd81214ee18353cb50eccc2474cb91dd3d4bd0666ef,6cf1657c5d4265d64632a03e84b1e3344215e34110f857da2aa93cd66ae45fa4,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
320,"{'premise': '노트북이 고장났다.', 'question': '결과', 'alternative_1': '노트북을 오랫동안 사용했다.', 'alternative_2': '노트북 수리를 맡겼다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub178\\ud2b8\\ubd81\\uc774 \\uace0\\uc7a5\\ub0ac\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub178\\ud2b8\\ubd81\\uc744 \\uc624\\ub7ab\\ub3d9\\uc548 \\uc0ac\\uc6a9\\ud588\\ub2e4.\\n2.\\ub178\\ud2b8\\ubd81 \\uc218\\ub9ac\\ub97c \\ub9e1\\uacbc\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.노트북 수리를 맡겼다.']],['2'],26bd9176d8ae71603815385727350686bad7a269211763aea26304c47bdc9a78,82b32ecfbb404f9721a6b39cc92e3d384fcb9afedf26c8ae4fed7606c8b6f8c5,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
321,"{'premise': '홈페이지에 접속할 수가 없다.', 'question': '원인', 'alternative_1': '인터넷 연결이 끊어졌다.', 'alternative_2': '인터넷 홈페이지를 개설했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ud648\\ud398\\uc774\\uc9c0\\uc5d0 \\uc811\\uc18d\\ud560 \\uc218\\uac00 \\uc5c6\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc778\\ud130\\ub137 \\uc5f0\\uacb0\\uc774 \\ub04a\\uc5b4\\uc84c\\ub2e4.\\n2.\\uc778\\ud130\\ub137 \\ud648\\ud398\\uc774\\uc9c0\\ub97c \\uac1c\\uc124\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.인터넷 연결이 끊어졌다.']],['1'],19c3b39cfd1b6e2af700192fab7cc27c3d747b8c4f197d851bbca175778b2b7d,9ab9c9b53da90413f5abe4d557657fb6e19ed29572198e6c6bbd6eccee303961,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
